"DateTime","Depth","temp","OXY_oxy"
2013-06-13,9.2,9.8544,376.6003125
2013-06-20,0.1,22.9495,233.1053125
2013-06-20,1,22.0662,305.2046875
2013-06-20,2,19.4899,313.8434375
2013-06-20,3,16.0306,256.04125
2013-06-20,4,12.3289,240.8584375
2013-06-20,5,10.2437,358.398125
2013-06-20,6,10.1438,365.0265625
2013-06-20,7,10.1072,363.515
2013-06-20,8,10.0617,358.0253125
2013-06-20,9,10.0393,343.4028125
2013-06-20,9.2,10.0393,343.4028125
2013-06-25,0.1,26.0938,284.708125
2013-06-25,1,24.8265,374.9296875
2013-06-25,2,20.5779,384.8834375
2013-06-25,3,16.5833,289.7490625
2013-06-25,4,12.032,231.3109375
2013-06-25,5,10.3535,352.0109375
2013-06-25,6,10.2116,355.78
2013-06-25,7,10.1434,342.8478125
2013-06-25,8,10.064,311.5971875
2013-06-25,9,9.989,257.620625
2013-06-25,9.2,9.946,208.5090625
2013-06-27,0.1,25.412,286.44125
2013-06-27,1,24.645,362.735625
2013-06-27,2,20.5132,387.035
2013-06-27,3,15.6251,233.1625
2013-06-27,4,11.767,250.1028125
2013-06-27,5,10.3672,349.056875
2013-06-27,6,10.1705,348.604375
2013-06-27,7,10.1031,329.0928125
2013-06-27,8,10.0414,282.04625
2013-06-27,9,9.9304,188.786875
2013-06-27,9.2,9.9542,200.5025
2013-07-03,0.1,24.0484,251.1203125
2013-07-03,1,23.3826,302.021875
2013-07-03,2,20.933,258.3225
2013-07-03,3,17.8627,318.923125
2013-07-03,4,13.1795,227.6265625
2013-07-03,5,10.6886,324.868125
2013-07-03,6,10.1828,339.31125
2013-07-03,7,10.1177,318.906875
2013-07-03,8,10.0321,263.1671875
2013-07-03,9,9.9384,169.3440625
2013-07-03,9.2,9.9194,148.4853125
2013-07-11,0.1,23.1061,194.721875
2013-07-11,1,22.9678,200.5059375
2013-07-11,2,22.193,217.246875
2013-07-11,3,20.4808,214.7609375
2013-07-11,4,18.5384,212.6465625
2013-07-11,5,13.3908,249.108125
2013-07-11,6,12.1981,249.414375
2013-07-11,7,10.6814,250.03625
2013-07-11,8,10.4522,227.4665625
2013-07-11,9,10.304,218.2971875
2013-07-11,9.2,10.3089,222.6090625
2013-07-15,0.1,23.6396,230.1753125
2013-07-15,1,21.71,259.18625
2013-07-15,2,19.6548,273.8140625
2013-07-15,3,18.5816,268.9190625
2013-07-15,4,16.7946,252.6228125
2013-07-15,5,12.8347,246.5546875
2013-07-15,6,11.4486,205.1540625
2013-07-15,7,10.9562,181.6996875
2013-07-15,8,10.6249,176.6028125
2013-07-15,9,10.3828,168.416875
2013-07-15,9.2,10.3424,165.0553125
2013-07-18,0.1,26.7469,213.8125
2013-07-18,1,24.09,217.1328125
2013-07-18,2,20.2772,237.225
2013-07-18,3,18.4522,246.3534375
2013-07-18,4,15.2251,271.1478125
2013-07-18,5,12.7367,244.6309375
2013-07-18,6,11.7618,210.3975
2013-07-18,7,10.8921,174.7775
2013-07-18,8,10.7223,173.940625
2013-07-18,9,10.4812,177.895625
2013-07-18,9.2,10.5038,179.8434375
2013-07-22,0.1,25.6721,176.1378125
2013-07-22,1,25.7582,177.6696875
2013-07-22,2,22.1224,222.62875
2013-07-22,3,18.6909,247.6546875
2013-07-22,4,15.1236,263.4928125
2013-07-22,5,12.822,210.36875
2013-07-22,6,11.3421,170.8615625
2013-07-22,7,10.726,154.4596875
2013-07-22,8,10.4698,149.110625
2013-07-22,9,10.3509,163.610625
2013-07-22,9.2,10.3509,163.610625
2013-07-25,0.1,25.5124,202.0384375
2013-07-25,1,25.5099,194.8790625
2013-07-25,2,21.6997,220.3153125
2013-07-25,3,18.6965,238.6615625
2013-07-25,4,15.3726,284.22125
2013-07-25,5,12.6316,284.9734375
2013-07-25,6,11.3559,238.9840625
2013-07-25,7,10.8254,193.631875
2013-07-25,8,10.6168,154.3503125
2013-07-25,9,10.4625,150.395
2013-07-25,9.2,10.5104,143.31625
2013-07-29,0.1,24.4282,175.9184375
2013-07-29,1,24.4394,192.61375
2013-07-29,2,22.8287,210.255
2013-07-29,3,18.9286,231.7915625
2013-07-29,4,15.4791,266.46375
2013-07-29,5,13.0373,261.1815625
2013-07-29,6,11.5471,218.935
2013-07-29,7,11.0436,164.188125
2013-07-29,8,10.7226,142.5715625
2013-07-29,9,10.5122,130.970625
2013-07-29,9.2,10.4464,125.859375
2013-08-01,0.1,23.2921,222.853125
2013-08-01,1,23.2441,221.7353125
2013-08-01,2,21.6745,233.203125
2013-08-01,3,19.3149,240.444375
2013-08-01,4,15.2983,302.9271875
2013-08-01,5,12.7248,260.8825
2013-08-01,6,11.443,215.358125
2013-08-01,7,11.0179,184.9175
2013-08-01,8,10.7435,143.3621875
2013-08-01,9,10.5976,133.5725
2013-08-01,9.2,10.5968,132.9646875
2013-08-05,1,NA,244.0625
2013-08-05,2,NA,354.0625
2013-08-05,3,NA,337.8125
2013-08-05,4,NA,68.4375
2013-08-05,5,NA,77.8125
2013-08-05,6,NA,144.0625
2013-08-05,7,NA,148.75
2013-08-05,8,NA,150.625
2013-08-05,9,NA,150.625
2013-08-05,9.2,NA,150.625
2013-08-08,0.1,23.5397,183.15375
2013-08-08,1,23.3756,192.636875
2013-08-08,2,22.2905,197.4884375
2013-08-08,3,20.0003,210.585625
2013-08-08,4,16.1428,253.6678125
2013-08-08,5,12.3797,261.13
2013-08-08,6,11.6333,200.303125
2013-08-08,7,11.5203,168.690625
2013-08-08,8,11.2918,155.120625
2013-08-08,9,11.2954,132.821875
2013-08-08,9.2,11.2954,132.821875
2013-08-12,0.1,27.0352,168.6109375
2013-08-12,1,27.0277,164.79875
2013-08-12,2,27.0006,159.76
2013-08-12,3,26.8349,191.016875
2013-08-12,4,25.0943,199.293125
2013-08-12,5,23.0074,183.0459375
2013-08-12,6,21.2284,188.0384375
2013-08-12,7,16.8087,223.5534375
2013-08-12,8,13.0383,224.219375
2013-08-12,9,12.4659,215.2484375
2013-08-12,9.2,12.4659,215.2484375
2013-08-15,1,NA,261.5625
2013-08-15,2,NA,255.625
2013-08-15,3,NA,350.625
2013-08-15,4,NA,132.8125
2013-08-15,5,NA,94.6875
2013-08-15,6,NA,183.4375
2013-08-15,7,NA,186.25
2013-08-15,8,NA,185.625
2013-08-15,9,NA,184.0625
2013-08-15,9.2,NA,184.0625
2013-08-28,0.1,23.7422,253.770625
2013-08-28,1,23.7362,255.3896875
2013-08-28,2,21.7641,271.94
2013-08-28,3,18.8647,141.9590625
2013-08-28,4,14.6591,38.1003125
2013-08-28,5,12.4897,225.9246875
2013-08-28,6,12.3262,228.9840625
2013-08-28,7,12.2489,230.9759375
2013-08-28,8,12.2006,231.2534375
2013-08-28,9,12.1522,231.626875
2013-08-28,9.2,12.1446,231.2675
2013-09-18,0.1,20.3273,244.371875
2013-09-18,1,20.3263,243.750625
2013-09-18,2,20.3186,244.4546875
2013-09-18,3,20.2942,243.1175
2013-09-18,4,15.9982,130.605625
2013-09-18,5,13.1562,311.1728125
2013-09-18,6,12.9973,317.63
2013-09-18,7,12.9536,318.0571875
2013-09-18,8,12.9265,318.93125
2013-09-18,9,12.9048,319.003125
2013-09-18,9.2,12.8981,319.8278125
2013-09-25,0.1,19.4967,256.3228125
2013-09-25,1,19.4865,254.7565625
2013-09-25,2,19.4298,246.4178125
2013-09-25,3,18.8673,200.8996875
2013-09-25,4,15.5793,196.285625
2013-09-25,5,13.3721,334.47375
2013-09-25,6,13.2224,339.6209375
2013-09-25,7,13.1512,341.1003125
2013-09-25,8,13.1305,341.6084375
2013-09-25,9,13.1212,344.1421875
2013-09-25,9.2,13.0963,342.5775
2013-10-16,0.1,17.5697,269.6084375
2013-10-16,1,17.5806,269.1128125
2013-10-16,2,17.5395,261.26625
2013-10-16,3,17.3191,235.4840625
2013-10-16,4,16.7653,184.5265625
2013-10-16,5,14.0855,291.7046875
2013-10-16,6,13.2894,242.1625
2013-10-16,7,13.2187,241.7978125
2013-10-16,8,13.2,240.98375
2013-10-16,9,13.1806,238.880625
2013-10-16,9.2,13.1762,239.0090625
2013-10-22,1,13.4,288.125
2013-10-22,8,12.4,288.75
2013-10-22,9,12.3,289.0625
2013-10-22,9.2,12.3,288.75
2013-10-23,0.1,15.1589,263.525625
2013-10-23,1,15.1606,263.5071875
2013-10-23,2,15.1611,263.9634375
2013-10-23,3,15.1535,264.458125
2013-10-23,4,15.0865,242.941875
2013-10-23,5,14.0126,274.954375
2013-10-23,6,13.5906,301.108125
2013-10-23,7,13.5597,301.1184375
2013-10-23,8,13.5415,302.484375
2013-10-23,9,13.5333,300.0825
2013-10-23,9.2,13.5315,300.0990625
2013-10-30,0.1,13.3158,287.7640625
2013-10-30,1,13.2477,284.12875
2013-10-30,2,12.66,277.105
2013-10-30,3,12.5228,273.2871875
2013-10-30,4,12.4452,279.1403125
2013-10-30,5,12.4196,281.705625
2013-10-30,6,12.4133,281.5140625
2013-10-30,7,12.4107,280.6453125
2013-10-30,8,12.4083,280.211875
2013-10-30,9,12.4081,277.42875
2013-10-30,9.2,12.4081,278.0434375
2013-11-06,0.1,12.0631,205.025
2013-11-06,1,12.0626,227.2528125
2013-11-06,2,11.9727,253.5978125
2013-11-06,3,11.9558,256.678125
2013-11-06,4,11.9476,257.9859375
2013-11-06,5,11.9365,257.1859375
2013-11-06,6,11.9076,257.249375
2013-11-06,7,11.8391,259.8975
2013-11-06,8,11.8091,259.2490625
2013-11-06,9,11.7609,256.990625
2013-11-06,9.2,11.7562,256.0096875
2013-11-20,0.1,8.593,302.4275
2013-11-20,1,8.5959,302.51375
2013-11-20,2,8.5757,300.6759375
2013-11-20,3,8.5705,300.3609375
2013-11-20,4,8.5689,300.9646875
2013-11-20,5,8.567,300.4528125
2013-11-20,6,8.5592,299.89125
2013-11-20,7,8.5613,299.5434375
2013-11-20,8,8.5236,301.234375
2013-11-20,9,8.4923,302.06625
2013-11-20,9.2,8.4852,301.704375
2013-12-04,0.1,5.0276,364.743125
2013-12-04,1,4.9758,365.189375
2013-12-04,2,4.8995,359.195
2013-12-04,3,4.8545,354.0078125
2013-12-04,4,4.7706,349.5078125
2013-12-04,5,4.5966,347.1025
2013-12-04,6,4.5889,347.60625
2013-12-04,7,4.583,346.9265625
2013-12-04,8,4.5796,345.1209375
2013-12-04,9,4.5798,345.016875
2013-12-04,9.2,4.5802,344.58
2014-05-05,0.1,16.9798,272.0959375
2014-05-05,1,15.3713,289.10625
2014-05-05,2,13.857,285.6571875
2014-05-05,3,12.257,288.6028125
2014-05-05,4,10.2151,287.5303125
2014-05-05,5,9.0168,238.6303125
2014-05-05,6,8.2895,204.2315625
2014-05-05,7,7.9926,188.601875
2014-05-05,8,7.8383,168.529375
2014-05-05,9,7.6969,164.6596875
2014-05-05,9.2,7.6701,158.44125
2014-05-06,0.1,16.4702,296.0534375
2014-05-06,1,14.8694,298.235625
2014-05-06,2,13.8676,288.398125
2014-05-06,3,11.9106,301.3584375
2014-05-06,4,10.061,282.8296875
2014-05-06,5,8.7439,215.075
2014-05-06,6,8.3658,196.8753125
2014-05-06,7,8.0834,187.130625
2014-05-06,8,7.7931,156.8503125
2014-05-06,9,7.6712,154.5609375
2014-05-06,9.2,7.7472,168.2540625
2014-05-07,0.1,17.578,281.7675
2014-05-07,1,15.5915,298.3890625
2014-05-07,2,14.1978,295.9553125
2014-05-07,3,12.5523,285.1675
2014-05-07,4,11.2282,293.9275
2014-05-07,5,9.3939,246.1571875
2014-05-07,6,8.3528,214.6340625
2014-05-07,7,8.2139,215.23
2014-05-07,8,8.1798,214.384375
2014-05-07,9,8.1796,214.9340625
2014-05-07,9.2,8.1677,212.6571875
2014-05-08,0.1,20.2692,272.9128125
2014-05-08,1,16.9945,297.6775
2014-05-08,2,14.6551,302.4953125
2014-05-08,3,13.0853,287.9709375
2014-05-08,4,11.3356,285.84375
2014-05-08,5,9.5826,242.265
2014-05-08,6,8.412,234.5825
2014-05-08,7,8.3715,233.0640625
2014-05-08,8,8.3421,232.1346875
2014-05-08,9,8.3311,231.6975
2014-05-08,9.2,8.3291,230.385625
2014-05-09,0.1,20.4072,265.9921875
2014-05-09,1,16.8538,305.2025
2014-05-09,2,14.6181,303.765
2014-05-09,3,12.7269,293.5975
2014-05-09,4,10.8044,284.9678125
2014-05-09,5,8.9328,236.3384375
2014-05-09,6,8.4863,245.32125
2014-05-09,7,8.4418,244.7484375
2014-05-09,8,8.4275,244.765625
2014-05-09,9,8.4173,244.9234375
2014-05-09,9.2,8.4154,244.7828125
2014-05-10,0.1,20.6814,266.858125
2014-05-10,1,17.6781,303.37625
2014-05-10,2,15.0968,305.36375
2014-05-10,3,12.8022,288.11625
2014-05-10,4,10.6467,267.0584375
2014-05-10,5,8.7868,251.423125
2014-05-10,6,8.6001,256.536875
2014-05-10,7,8.5868,256.74
2014-05-10,8,8.5724,256.3909375
2014-05-10,9,8.544,255.43625
2014-05-10,9.2,8.5508,256.6628125
2014-05-12,0.1,20.5112,271.1178125
2014-05-12,1,17.685,298.8140625
2014-05-12,2,15.4556,313.5221875
2014-05-12,3,13.1122,289.6403125
2014-05-12,4,11.204,284.9359375
2014-05-12,5,9.1706,233.2075
2014-05-12,6,8.747,240.45875
2014-05-12,7,8.7242,239.6721875
2014-05-12,8,8.7095,240.1721875
2014-05-12,9,8.6937,238.63375
2014-05-12,9.2,8.6912,239.033125
2014-05-14,0.1,20.4878,297.6259375
2014-05-14,1,18.1739,317.0853125
2014-05-14,2,15.9497,321.7428125
2014-05-14,3,13.7136,292.8090625
2014-05-14,4,11.1175,270.6928125
2014-05-14,5,8.9744,231.985
2014-05-14,6,8.8873,232.055
2014-05-14,7,8.8519,231.365
2014-05-14,8,8.8401,231.189375
2014-05-14,9,8.8261,230.3496875
2014-05-14,9.2,8.8245,230.5296875
2014-05-15,0.1,20.4304,286.0715625
2014-05-15,1,18.1752,306.569375
2014-05-15,2,16.2603,322.146875
2014-05-15,3,14.0243,295.49875
2014-05-15,4,11.0611,261.8165625
2014-05-15,5,9.101,240.329375
2014-05-15,6,8.9439,242.3890625
2014-05-15,7,8.9255,242.9065625
2014-05-15,8,8.9076,241.97875
2014-05-15,9,8.896,241.40375
2014-05-15,9.2,8.891,241.32875
2014-05-19,0.1,17.4641,275.5215625
2014-05-19,1,16.8225,281.6996875
2014-05-19,2,15.5635,280.5703125
2014-05-19,3,13.6437,274.699375
2014-05-19,4,11.3787,250.0828125
2014-05-19,5,9.4125,250.8046875
2014-05-19,6,9.1863,260.975
2014-05-19,7,9.1667,260.5940625
2014-05-19,8,9.1464,260.6528125
2014-05-19,9,9.1357,260.0896875
2014-05-19,9.2,9.1362,260.3671875
2014-05-22,0.1,20.0705,275.1271875
2014-05-22,1,18.413,280.8375
2014-05-22,2,16.3739,280.131875
2014-05-22,3,14.0402,271.0890625
2014-05-22,4,11.4297,235.7278125
2014-05-22,5,9.3961,272.2725
2014-05-22,6,9.3573,271.860625
2014-05-22,7,9.3375,272.26625
2014-05-22,8,9.3147,271.9078125
2014-05-22,9,9.3057,272.8953125
2014-05-22,9.2,9.3009,271.6621875
2014-05-26,0.1,21.4702,266.1903125
2014-05-26,1,19.9368,284.44625
2014-05-26,2,16.8056,280.2628125
2014-05-26,3,14.5887,259.40875
2014-05-26,4,11.3038,215.6871875
2014-05-26,5,9.5851,283.023125
2014-05-26,6,9.5509,282.83125
2014-05-26,7,9.585,280.4109375
2014-05-26,8,9.5119,283.95875
2014-05-26,9,9.4783,283.4453125
2014-05-26,9.2,9.5098,284.5428125
2014-05-28,0.1,23.4184,263.6959375
2014-05-28,1,25.7989,241.718125
2014-05-28,2,25.5888,248.4865625
2014-05-28,3,25.4028,229.394375
2014-05-28,4,11.8327,220.4771875
2014-05-28,5,9.6812,289.440625
2014-05-28,6,24.4721,198.636875
2014-05-28,7,9.6021,288.6653125
2014-05-28,8,9.5931,287.74125
2014-05-28,9,9.5671,285.690625
2014-05-28,9.2,22.8083,209.145625
2014-06-02,0.1,21.6818,279.9428125
2014-06-02,1,19.962,293.7303125
2014-06-02,2,18.4124,292.8503125
2014-06-02,3,15.1281,243.3140625
2014-06-02,4,11.1281,208.595625
2014-06-02,5,9.8953,296.006875
2014-06-02,6,9.8593,297.5365625
2014-06-02,7,9.8423,297.996875
2014-06-02,8,9.8239,297.866875
2014-06-02,9,9.8116,296.7628125
2014-06-02,9.2,9.811,296.2515625
2014-06-03,0.1,22.2024,255.958125
2014-06-03,1,20.4293,291.5740625
2014-06-03,2,18.4713,296.0578125
2014-06-03,3,15.25,226.6803125
2014-06-03,4,11.6275,190.0971875
2014-06-03,5,9.9386,298.07
2014-06-03,6,9.9137,298.5303125
2014-06-03,7,9.8791,299.9740625
2014-06-03,8,9.8363,297.32625
2014-06-03,9,9.8057,288.10875
2014-06-03,9.2,9.8437,300.779375
2014-06-04,0.1,22.5374,260.92875
2014-06-04,1,21.3108,287.8884375
2014-06-04,2,18.671,288.5925
2014-06-04,3,14.5405,219.54375
2014-06-04,4,12.0121,195.074375
2014-06-04,5,10.1352,268.0740625
2014-06-04,6,9.8751,293.1021875
2014-06-04,7,9.846,279.30625
2014-06-04,8,9.7915,278.3378125
2014-06-04,9,9.733,241.31125
2014-06-04,9.2,9.7124,224.715
2014-06-05,0.1,21.8775,286.5125
2014-06-05,1,20.9391,285.7796875
2014-06-05,2,18.4131,287.139375
2014-06-05,3,14.8614,221.830625
2014-06-05,4,11.4549,169.1953125
2014-06-05,5,9.9408,282.4121875
2014-06-05,6,9.8436,285.5165625
2014-06-05,7,9.8056,279.1403125
2014-06-05,8,9.7567,264.7321875
2014-06-05,9,9.6823,221.8540625
2014-06-05,9.2,9.6694,153.489375
2014-06-06,0.1,21.8883,251.403125
2014-06-06,1,21.4176,265.2696875
2014-06-06,2,18.6724,281.6515625
2014-06-06,3,15.4424,215.7059375
2014-06-06,4,11.1434,191.276875
2014-06-06,5,9.9415,287.5659375
2014-06-06,6,9.8421,282.93625
2014-06-06,7,9.8007,268.44875
2014-06-06,8,9.7569,246.6221875
2014-06-06,9,9.6448,197.005625
2014-06-06,9.2,9.6361,190.1146875
2014-06-09,0.1,22.9926,257.57875
2014-06-09,1,22.2401,259.9825
2014-06-09,2,19.2528,260.1271875
2014-06-09,3,14.527,205.88375
2014-06-09,4,11.5968,184.50875
2014-06-09,5,10.2166,236.706875
2014-06-09,6,9.8998,260.725625
2014-06-09,7,9.8204,230.3434375
2014-06-09,8,9.7775,204.705
2014-06-09,9,9.6145,118.205
2014-06-09,9.2,9.5937,85.0271875
2014-06-12,0.1,23.5599,277.4746875
2014-06-12,1,21.8129,275.228125
2014-06-12,2,20.1252,269.890625
2014-06-12,3,15.3844,207.4721875
2014-06-12,4,12.1125,184.8609375
2014-06-12,5,10.4292,239.8521875
2014-06-12,6,9.9623,255.7425
2014-06-12,7,9.8409,241.9259375
2014-06-12,8,9.7474,207.0540625
2014-06-12,9,9.6457,125.0434375
2014-06-12,9.2,9.6362,106.613125
2014-06-16,0.1,24.1882,258.7475
2014-06-16,1,22.8787,277.4253125
2014-06-16,2,20.4868,293.8171875
2014-06-16,3,16.9119,194.749375
2014-06-16,4,12.2099,181.5765625
2014-06-16,5,10.4825,227.7628125
2014-06-16,6,10.1081,220.9775
2014-06-16,7,9.896,238.5584375
2014-06-16,8,9.8184,183.6921875
2014-06-16,9,9.6232,43.0209375
2014-06-16,9.2,9.5917,13.9690625
2014-06-19,0.1,25.7921,265.908125
2014-06-19,1,24.0161,294.2546875
2014-06-19,2,21.7379,300.1340625
2014-06-19,3,16.9067,201.0284375
2014-06-19,4,13.1023,158.7925
2014-06-19,5,10.8473,198.1421875
2014-06-19,6,10.1856,211.87
2014-06-19,7,9.9445,213.024375
2014-06-19,8,9.911,130.4240625
2014-06-19,9,9.6878,53.193125
2014-06-19,9.2,9.6505,22.5696875
2014-06-23,0.1,24.9734,255.585
2014-06-23,1,24.0891,286.8771875
2014-06-23,2,21.7389,303.290625
2014-06-23,3,17.4699,211.10875
2014-06-23,4,12.7206,148.244375
2014-06-23,5,10.8033,183.623125
2014-06-23,6,10.2164,160.6546875
2014-06-23,7,9.9659,178.8184375
2014-06-23,8,9.8904,118.2253125
2014-06-23,9,9.6975,29.610625
2014-06-23,9.2,9.6639,13.1
2014-06-25,0.1,25.306,255.419375
2014-06-25,1,24.8583,278.7253125
2014-06-25,2,22.2197,324.3475
2014-06-25,3,17.1732,202.261875
2014-06-25,4,12.7178,147.03125
2014-06-25,5,11.0692,162.7571875
2014-06-25,6,10.2903,148.4915625
2014-06-25,7,9.9399,171.1425
2014-06-25,8,9.8537,82.3925
2014-06-25,9,9.6781,7.3203125
2014-06-25,9.2,9.6565,6.00625
2014-06-29,0.1,25.5807,253.5696875
2014-06-29,1,24.8403,260.3015625
2014-06-29,2,23.0611,311.6471875
2014-06-29,3,18.5052,205.89125
2014-06-29,4,13.6903,122.324375
2014-06-29,5,11.2114,160.2121875
2014-06-29,6,10.4812,150.068125
2014-06-29,7,9.941,126.2971875
2014-06-29,8,9.9971,84.323125
2014-06-29,9,9.9393,82.0053125
2014-06-29,9.2,9.836,63.8625
2014-06-30,0.1,24.6683,255.8309375
2014-06-30,1,24.2948,272.1340625
2014-06-30,2,23.0278,318.5421875
2014-06-30,3,18.3777,199.37125
2014-06-30,4,13.4536,121.60125
2014-06-30,5,10.9813,154.28375
2014-06-30,6,10.1532,135.644375
2014-06-30,7,10.1185,134.3296875
2014-06-30,8,10.1231,132.7540625
2014-06-30,9,10.0784,132.60375
2014-06-30,9.2,10.0777,132.2096875
2014-07-01,0.1,25.9951,253.1296875
2014-07-01,1,24.8722,267.786875
2014-07-01,2,23.1896,320.82375
2014-07-01,3,18.0613,201.22
2014-07-01,4,13.2998,126.050625
2014-07-01,5,11.238,135.283125
2014-07-01,6,10.2754,142.41625
2014-07-01,7,10.2245,141.359375
2014-07-01,8,10.2141,141.2775
2014-07-01,9,10.2118,140.7828125
2014-07-01,9.2,10.1967,140.61625
2014-07-02,0.1,26.5658,255.889375
2014-07-02,1,25.667,265.0440625
2014-07-02,2,23.4628,307.918125
2014-07-02,3,18.1279,207.9790625
2014-07-02,4,13.4343,132.6059375
2014-07-02,5,11.0682,134.29875
2014-07-02,6,10.3164,146.363125
2014-07-02,7,10.2837,146.6015625
2014-07-02,8,10.2836,145.17625
2014-07-02,9,10.2657,145.8953125
2014-07-02,9.2,10.2444,144.5390625
2014-07-07,0.1,24.5992,248.331875
2014-07-07,1,24.3004,247.2928125
2014-07-07,2,23.0728,253.4065625
2014-07-07,3,18.9141,204.5228125
2014-07-07,4,14.6987,141.1425
2014-07-07,5,10.7348,156.6284375
2014-07-07,6,10.5367,163.9965625
2014-07-07,7,10.5056,163.799375
2014-07-07,8,10.4864,163.538125
2014-07-07,9,10.4811,164.020625
2014-07-07,9.2,10.479,164.30875
2014-07-09,0.1,25.3279,243.6384375
2014-07-09,1,24.8063,251.4175
2014-07-09,2,23.7004,244.70375
2014-07-09,3,19.18,171.760625
2014-07-09,4,14.8708,142.6603125
2014-07-09,5,10.7714,169.0115625
2014-07-09,6,10.6322,170.689375
2014-07-09,7,10.6217,168.769375
2014-07-09,8,10.6066,168.513125
2014-07-09,9,10.585,170.405
2014-07-09,9.2,10.5796,170.3096875
2014-07-14,0.1,26.6282,246.179375
2014-07-14,1,25.6012,256.9446875
2014-07-14,2,24.1009,258.6590625
2014-07-14,3,20.2447,151.4553125
2014-07-14,4,14.3369,122.954375
2014-07-14,5,11.591,158.3440625
2014-07-14,6,10.8712,185.3775
2014-07-14,7,10.8242,185.9271875
2014-07-14,8,10.7978,185.876875
2014-07-14,9,10.7946,185.6003125
2014-07-14,9.2,10.7925,185.7446875
2014-07-16,0.1,25.6007,248.35125
2014-07-16,1,25.58,247.3090625
2014-07-16,2,25.4506,246.4634375
2014-07-16,3,20.5508,183.380625
2014-07-16,4,14.6335,118.83125
2014-07-16,5,11.599,162.4728125
2014-07-16,6,10.9349,192.166875
2014-07-16,7,10.8864,193.7975
2014-07-16,8,10.8697,193.2215625
2014-07-16,9,10.8603,193.2971875
2014-07-16,9.2,10.8572,193.67125
2014-07-21,0.1,24.0229,257.8278125
2014-07-21,1,23.9154,256.873125
2014-07-21,2,23.4849,236.6021875
2014-07-21,3,20.2944,201.78125
2014-07-21,4,15.376,111.52
2014-07-21,5,11.7065,161.7484375
2014-07-21,6,11.0502,200.496875
2014-07-21,7,11.0002,202.3753125
2014-07-21,8,10.9968,201.805
2014-07-21,9,10.9852,201.5328125
2014-07-21,9.2,10.9844,201.7246875
2014-07-23,0.1,25.0366,254.9278125
2014-07-23,1,24.7624,250.335
2014-07-23,2,23.6971,238.82375
2014-07-23,3,20.6385,210.8925
