"DateTime","Depth","PHY_TCHLA"
2019-11-08,9.2,3.8431
2019-11-20,0.1,1.8312
2019-11-20,1,3.069
2019-11-20,2,3.284
2019-11-20,3,3.3425
2019-11-20,4,3.434
2019-11-20,5,3.4747
2019-11-20,6,3.5847
2019-11-20,7,3.4307
2019-11-20,8,3.6995
2019-11-20,9,3.8806
2019-11-20,9.2,3.9463
2019-12-06,0.1,2.1655
2019-12-06,1,3.4612
2019-12-06,2,3.4595
2019-12-06,3,3.7596
2019-12-06,4,3.8179
2019-12-06,5,3.451
2019-12-06,6,4.0508
2019-12-06,7,3.9729
2019-12-06,8,3.9465
2019-12-06,9,4.5489
2019-12-06,9.2,4.694
