time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_pon,OGM_dop,OGM_pop,PHS_frp_ads,CAR_dic,SIL_rsi
2013-09-21,0.0151,13.0158,0,597.51,13.668,0.2719,0.0241,21.9732,197.7586,21.9732,0.1789,0.0358,0.1659,0.3871,0.0241,89.4637,82.0653
2013-09-22,0.0151,13.0453,0,597.51,14.159,0.2765,0.0181,21.9951,197.9555,21.9951,-0.2463,-0.0493,0.1702,0.3971,0.0181,89.4782,82.0653
2013-09-23,0.0151,13.0749,0,597.51,14.65,0.2811,0.012,22.0169,198.1524,22.0169,-0.6716,-0.1343,0.1745,0.4071,0.012,89.4927,82.0653
2013-09-24,0.0151,13.1044,0,597.51,15.141,0.2857,0.006,22.0388,198.3493,22.0388,-1.0969,-0.2194,0.1788,0.4172,0.006,89.5072,82.0653
2013-09-25,0.0151,13.134,0,597.51,15.6319,0.2903,0,22.0607,198.5462,22.0607,-1.5222,-0.3044,0.1831,0.4272,0,89.5217,82.0653
2013-09-26,0.0151,13.1372,0,597.51,16.1387,0.3099,0.0038,22.0826,198.7431,22.0826,-1.9731,-0.3946,0.1911,0.4459,0.0038,89.5361,82.0653
2013-09-27,0.0151,13.1404,0,597.51,16.6455,0.3295,0.0075,22.1045,198.9401,22.1045,-2.4241,-0.4848,0.1991,0.4645,0.0075,89.5506,82.0653
2013-09-28,0.0151,13.1436,0,597.51,17.1524,0.3491,0.0113,22.1263,199.137,22.1263,-2.875,-0.575,0.2071,0.4832,0.0113,89.5651,82.0653
2013-09-29,0.0151,13.1468,0,597.51,17.6592,0.3687,0.015,22.1482,199.3339,22.1482,-3.326,-0.6652,0.2151,0.5019,0.015,89.5796,82.0653
2013-09-30,0.0151,13.15,0,597.51,18.166,0.3882,0.0188,22.1701,199.5308,22.1701,-3.7769,-0.7554,0.2231,0.5206,0.0188,89.5941,82.0653
2013-10-01,0.0151,13.1531,0,597.51,18.6728,0.4078,0.0226,22.192,199.7277,22.192,-4.2279,-0.8456,0.2311,0.5393,0.0226,89.6086,82.0653
2013-10-02,0.0151,13.1563,0,597.51,19.1796,0.4274,0.0263,22.2138,199.9246,22.2138,-4.6788,-0.9358,0.2391,0.5579,0.0263,89.6231,82.0653
2013-10-03,0.0151,13.1595,0,597.51,19.6864,0.447,0.0301,22.2357,200.1216,22.2357,-5.1298,-1.026,0.2471,0.5766,0.0301,89.6376,82.0653
2013-10-04,0,13.1627,0,0,20.1932,0.4666,0.0338,22.2576,200.3185,22.2576,-5.5807,-1.1161,0.2551,0.5953,0.0338,89.6521,82.0653
2013-10-05,0,13.1659,0,0,20.7,0.4862,0.0376,22.2795,200.5154,22.2795,-6.0317,-1.2063,0.2631,0.614,0.0376,89.6666,82.0653
2013-10-06,0,13.1691,0,0,21.2068,0.5058,0.0414,22.3014,200.7123,22.3014,-6.4826,-1.2965,0.2711,0.6327,0.0414,89.6811,82.0653
2013-10-07,0,13.1723,0,0,21.7137,0.5253,0.0451,22.3232,200.9092,22.3232,-6.9336,-1.3867,0.2791,0.6513,0.0451,89.6956,82.0653
2013-10-08,0,13.1755,0,0,22.2205,0.5449,0.0489,22.3451,201.1061,22.3451,-7.3846,-1.4769,0.2871,0.67,0.0489,89.7101,82.0653
2013-10-09,0,13.1787,0,0,22.7273,0.5645,0.0526,22.367,201.3031,22.367,-7.8355,-1.5671,0.2952,0.6887,0.0526,89.7246,82.0653
2013-10-10,0,13.1819,0,0,23.4558,0.553,0.0526,22.3889,201.5,22.3889,-8.4453,-1.6891,0.2756,0.6432,0.0526,89.7391,82.0653
2013-10-11,0,13.185,0,0,24.1844,0.5415,0.0526,22.4108,201.6969,22.4108,-9.0551,-1.811,0.2561,0.5976,0.0526,89.7535,82.0653
2013-10-12,0,13.1882,0,0,24.9129,0.53,0.0526,22.4326,201.8938,22.4326,-9.6649,-1.933,0.2366,0.5521,0.0526,89.768,82.0653
2013-10-13,0,13.1914,0,0,25.6414,0.5184,0.0526,22.4545,202.0907,22.4545,-10.2747,-2.0549,0.2171,0.5066,0.0526,89.7825,82.0653
2013-10-14,0,13.1946,0,0,26.37,0.5069,0.0526,22.4764,202.2876,22.4764,-10.8845,-2.1769,0.1976,0.461,0.0526,89.797,82.0653
2013-10-15,0.0151,13.1978,0,597.51,27.0985,0.4954,0.0526,22.4983,202.4845,22.4983,-11.4943,-2.2989,0.1781,0.4155,0.0526,89.8115,82.0653
2013-10-16,0.0151,13.201,0,597.51,27.8271,0.4839,0.0526,22.5202,202.6815,22.5202,-12.1041,-2.4208,0.1586,0.37,0.0526,89.826,82.0653
2013-10-17,0.0151,13.2498,0,597.51,27.7003,0.5069,0.0526,22.542,202.8784,22.542,-12.0301,-2.406,0.1525,0.3558,0.0526,89.8405,82.0653
2013-10-18,0.0151,13.2986,0,597.51,27.5736,0.53,0.0526,22.5639,203.0753,22.5639,-11.956,-2.3912,0.1464,0.3416,0.0526,89.855,82.0653
2013-10-19,0.0151,13.3474,0,597.51,27.4469,0.553,0.0526,22.5858,203.2722,22.5858,-11.8819,-2.3764,0.1403,0.3274,0.0526,89.8695,82.0653
2013-10-20,0.0151,13.3962,0,597.51,27.3202,0.576,0.0526,22.6077,203.4691,22.6077,-11.8078,-2.3616,0.1342,0.3132,0.0526,89.884,82.0653
2013-10-21,0.0151,13.445,0,597.51,27.1935,0.5991,0.0526,22.6296,203.666,22.6296,-11.7337,-2.3467,0.1281,0.299,0.0526,89.8985,82.0653
2013-10-22,0.0151,13.4938,0,597.51,27.0668,0.6221,0.0526,22.6514,203.863,22.6514,-11.6596,-2.3319,0.122,0.2847,0.0526,89.913,82.0653
