DateTime,Depth_m,Reservoir,ch4_umolL,co2_umolL
2016-05-04,6,BVR,0.132575421,11.80768446
2016-05-04,6,BVR,0.136216956,10.38401959
2016-05-04,9,BVR,0.034511322,64.72143066
2016-05-04,9,BVR,0.035127071,63.97572428
2016-05-04,11,BVR,0.26343389,90.60156425
2016-05-04,11,BVR,0.195496326,91.96444897
2016-05-04,300,BVR,47.78572668,522.0332572
2016-05-04,300,BVR,48.63134289,
2016-05-12,0.1,BVR,0.2540095,11.66920963
2016-05-12,0.1,BVR,0.238030207,12.88085649
2016-05-12,3,BVR,0.531739374,17.49107499
2016-05-12,3,BVR,0.471677871,15.1378729
2016-05-12,6,BVR,0.208747785,20.46795741
2016-05-12,6,BVR,0.230572869,23.65852702
2016-05-12,9,BVR,0.045941388,140.846472
2016-05-12,9,BVR,0.055657351,144.8683889
2016-05-12,11,BVR,4.01013969,140.6641192
2016-05-12,11,BVR,4.005990609,152.0194912
2016-05-12,300,BVR,,213.243717
2016-05-12,300,BVR,89.46057542,249.8542413
2016-05-19,0.1,BVR,0.29171743,17.92123147
2016-05-19,0.1,BVR,0.277046138,20.22677498
2016-05-19,3,BVR,0.248648642,17.73898706
2016-05-19,3,BVR,0.281938823,18.92455415
2016-05-19,6,BVR,0.197717076,30.09362364
2016-05-19,6,BVR,0.269702883,22.19678834
2016-05-19,9,BVR,0.035944097,
2016-05-19,9,BVR,0.049845517,102.43986
2016-05-19,11,BVR,6.939683285,69.84447455
2016-05-19,11,BVR,6.767445513,62.75455624
2016-05-19,300,BVR,257.8735082,168.2944498
2016-05-19,300,BVR,,157.8853909
2016-05-26,0.1,BVR,0.318904732,14.98305929
2016-05-26,0.1,BVR,0.358942065,24.63797483
2016-05-26,3,BVR,0.272007209,16.38031494
2016-05-26,3,BVR,0.30233632,15.64130806
2016-05-26,6,BVR,0.306703938,16.88022464
2016-05-26,6,BVR,0.229266229,23.82680444
2016-05-26,9,BVR,12.54049148,119.0189327
2016-05-26,9,BVR,10.34022443,137.0313715
2016-05-26,9,BVR,13.00566397,148.3716077
2016-05-26,11,BVR,29.38056509,
2016-05-26,11,BVR,,117.0926189
2016-05-26,300,BVR,161.3347246,370.0490732
2016-05-26,300,BVR,163.6108891,386.4456076
2016-05-29,0.1,BVR,0.400210854,12.46502002
2016-05-29,0.1,BVR,0.347945265,20.06017656
2016-05-29,3,BVR,0.283932093,12.48124814
2016-05-29,3,BVR,0.267196982,12.75721957
2016-05-29,6,BVR,0.088029196,26.26124197
2016-05-29,6,BVR,0.09622335,26.61287567
2016-05-29,9,BVR,0.581889162,
2016-05-29,9,BVR,0.664294275,80.20354683
2016-05-29,11,BVR,30.87707623,174.3955252
2016-05-29,11,BVR,32.36098968,135.9043952
2016-05-29,300,BVR,164.1307197,245.5020174
2016-05-29,300,BVR,168.9301457,266.0551435
2016-05-31,0.1,BVR,0.192962702,13.4647539
2016-05-31,0.1,BVR,0.248742244,10.97740835
2016-05-31,3,BVR,0.403327459,13.36886102
2016-05-31,3,BVR,0.383304512,11.55032762
2016-05-31,6,BVR,0.086266654,30.30622399
2016-05-31,6,BVR,0.09053518,27.40276676
2016-05-31,9,BVR,0.18578343,74.55547052
2016-05-31,9,BVR,0.043159774,86.43315579
2016-05-31,11,BVR,,125.8585502
2016-05-31,11,BVR,,100.0993067
2016-05-31,300,BVR,149.0656109,323.7718611
2016-05-31,300,BVR,160.5791171,440.0850114
2016-06-02,0.1,BVR,0.661574788,14.86724781
2016-06-02,0.1,BVR,0.536307456,15.39741709
2016-06-02,3,BVR,0.365107002,12.80867898
2016-06-02,3,BVR,0.369535982,11.90483016
2016-06-02,6,BVR,0.086136459,34.0489686
2016-06-02,6,BVR,0.096318801,30.70236016
2016-06-02,9,BVR,5.915601192,125.3502692
2016-06-02,9,BVR,6.422408377,129.9951089
2016-06-02,11,BVR,36.87131607,136.9721905
2016-06-02,11,BVR,38.58437607,140.949406
2016-06-02,300,BVR,152.8134037,342.1117297
2016-06-02,300,BVR,155.6060147,354.3069922
2016-06-09,0.1,BVR,0.292175866,14.16637179
2016-06-09,0.1,BVR,0.21079377,17.98167451
2016-06-09,3,BVR,0.351525737,12.61615126
2016-06-09,3,BVR,0.324177929,10.99134783
2016-06-09,6,BVR,0.126817076,32.60971733
2016-06-09,6,BVR,0.214417139,34.83742774
2016-06-09,9,BVR,6.294814077,99.6628206
2016-06-09,9,BVR,4.277078692,91.69124225
2016-06-09,11,BVR,,
2016-06-09,11,BVR,,142.4318309
2016-06-09,300,BVR,88.55709657,291.7697519
2016-06-09,300,BVR,91.65824652,389.4767245
2016-06-23,0.1,BVR,1.334926055,12.39006118
2016-06-23,0.1,BVR,1.393316204,12.93190379
2016-06-23,3,BVR,1.003043696,12.13868598
2016-06-23,3,BVR,1.042254913,12.89318176
2016-06-23,6,BVR,0.734887264,32.9601869
2016-06-23,6,BVR,0.734887264,35.59992579
2016-06-23,9,BVR,3.810939152,151.6807218
2016-06-23,9,BVR,4.600478177,154.4080766
2016-06-23,11,BVR,32.1813955,118.3035553
2016-06-23,11,BVR,31.8336062,120.3420838
2016-06-23,300,BVR,32.18456311,15.78596913
2016-06-23,300,BVR,31.95585025,14.87172897
2016-06-26,0.1,BVR,1.454573542,10.72940954
2016-06-26,0.1,BVR,1.396038752,10.57520485
2016-06-26,3,BVR,1.611120073,10.82581119
2016-06-26,3,BVR,1.624732815,12.31270182
2016-06-26,6,BVR,1.037906806,33.80515073
2016-06-26,6,BVR,0.95268425,34.06694819
2016-06-26,9,BVR,3.405279445,117.5800289
2016-06-26,9,BVR,3.446117671,
2016-06-26,11,BVR,25.5790746,
2016-06-26,11,BVR,23.1328649,
2016-06-28,0.1,BVR,1.357173587,14.27594086
2016-06-28,0.1,BVR,0.650055327,41.05298786
2016-06-28,3,BVR,1.359359291,12.6467931
2016-06-28,3,BVR,1.238308004,21.63352261
2016-06-28,3,BVR,26.49529134,22.02000634
2016-06-28,6,BVR,25.72667868,69.28014287
2016-06-28,6,BVR,26.59984527,69.92920785
2016-06-28,9,BVR,1.341857868,112.1821923
2016-06-28,9,BVR,0.878763922,141.3857045
2016-06-28,11,BVR,27.05338326,121.5476725
2016-06-30,0.1,BVR,1.548743379,13.05869921
2016-06-30,0.1,BVR,1.555837694,11.27001393
2016-06-30,3,BVR,1.201149574,13.10135627
2016-06-30,3,BVR,1.189959624,13.84837678
2016-06-30,6,BVR,0.441928473,46.31776208
2016-06-30,6,BVR,0.579018121,43.52780025
2016-06-30,9,BVR,28.18578936,254.2366831
2016-06-30,9,BVR,80.8247297,256.5545857
2016-06-30,11,BVR,50.46137528,219.3854506
2016-06-30,11,BVR,,214.1047254
2016-07-07,0.1,BVR,1.427796218,14.36795024
2016-07-07,0.1,BVR,1.119964873,13.27190327
2016-07-07,3,BVR,0.743805759,37.64858795
2016-07-07,3,BVR,0.481436486,35.88368973
2016-07-07,6,BVR,1.001600719,13.29337411
2016-07-07,6,BVR,1.065525911,13.78742724
2016-07-07,9,BVR,14.76708216,196.9799296
2016-07-07,9,BVR,13.66468637,195.3599501
2016-07-07,11,BVR,382.9164652,244.6356332
2016-07-07,11,BVR,373.6553404,236.5751477
2016-07-07,300,BVR,196.5821727,297.8409546
2016-07-07,300,BVR,506.2093441,231.0223197
2016-07-14,0.1,BVR,0.945371467,11.34297269
2016-07-14,0.1,BVR,0.929011585,10.90622388
2016-07-14,3,BVR,1.097429053,10.6516367
2016-07-14,3,BVR,1.107956734,11.17914546
2016-07-14,6,BVR,0.252807879,44.1986044
2016-07-14,6,BVR,0.230062797,46.0454351
2016-07-14,9,BVR,69.57346077,191.0724433
2016-07-14,9,BVR,63.79906298,194.905716
2016-07-14,11,BVR,258.4451146,225.5922037
2016-07-14,11,BVR,244.5539002,222.106206
2016-07-14,300,BVR,157.4265917,266.7223869
2016-07-14,300,BVR,151.4292442,267.7381167
2016-07-21,0.1,BVR,1.382447338,13.53450757
2016-07-21,0.1,BVR,1.49728107,14.06020191
2016-07-21,3,BVR,0.723009135,15.18809802
2016-07-21,3,BVR,0.707405259,15.0626814
2016-07-21,6,BVR,0.477488317,55.55537699
2016-07-21,6,BVR,0.365859832,56.88495703
2016-07-21,9,BVR,68.743038,243.5953313
2016-07-21,9,BVR,55.34470578,241.2928114
2016-07-21,11,BVR,286.9474889,392.2275573
2016-07-21,11,BVR,285.5060132,389.2202326
2016-07-21,300,BVR,192.9928393,360.5767195
2016-07-21,300,BVR,186.3029134,352.0138901
2016-07-24,0.1,BVR,1.665325984,14.83500454
2016-07-24,0.1,BVR,1.704547184,13.71047917
2016-07-24,3,BVR,1.397480161,17.63673938
2016-07-24,3,BVR,1.226063694,
2016-07-24,3,BVR,0.983857348,19.54203034
2016-07-24,6,BVR,0.589810126,93.09861662
2016-07-24,6,BVR,0.632155052,94.39443699
2016-07-24,9,BVR,121.5891337,177.3208382
2016-07-24,9,BVR,122.6518551,175.8394364
2016-07-24,11,BVR,360.3157155,343.7052195
2016-07-24,11,BVR,350.2043858,364.9968647
2016-07-27,0.1,BVR,1.342409376,24.52875082
2016-07-27,0.1,BVR,1.287342597,23.19714645
2016-07-27,3,BVR,2.070763281,13.97186073
2016-07-27,3,BVR,2.105210773,15.39133961
2016-07-27,6,BVR,0.462867286,135.1765731
2016-07-27,6,BVR,0.464609412,71.99316351
2016-07-27,9,BVR,62.48774391,174.9209897
2016-07-27,9,BVR,85.23486274,179.6045668
2016-07-27,11,BVR,249.1460105,375.446305
2016-07-27,11,BVR,284.0684203,391.5219737
2016-07-27,300,BVR,160.5020957,623.8335603
2016-07-27,300,BVR,168.3642953,643.4914274
2016-08-03,6,BVR,4.267261818,82.93892496
2016-08-05,0.1,BVR,1.472070132,20.85888927
2016-08-05,0.1,BVR,2.370156988,18.17381864
2016-08-05,0.1,BVR,1.844725395,20.51767139
2016-08-05,0.1,BVR,1.606494016,20.30871773
2016-08-05,0.1,BVR,1.914686598,22.73020935
2016-08-05,0.1,BVR,1.596069133,22.35995419
2016-08-05,0.1,BVR,2.577261848,17.65638582
2016-08-05,0.1,BVR,2.131559973,17.59720329
2016-08-05,0.1,BVR,1.44928801,22.99843107
2016-08-05,0.1,BVR,1.49280601,20.89544944
2016-08-05,0.1,BVR,1.977074896,23.53782933
2016-08-05,0.1,BVR,1.543830394,23.89677323
2016-08-05,1,BVR,2.508453193,18.455788
2016-08-05,1,BVR,2.589320689,18.69280457
2016-08-05,1,BVR,1.800551985,18.7265194
2016-08-05,1,BVR,1.478162102,19.10163847
2016-08-05,1,BVR,1.823404338,20.34035911
2016-08-05,1,BVR,1.446242494,20.96080426
2016-08-05,1,BVR,2.314838509,19.70092401
2016-08-05,1,BVR,1.919382697,21.42859086
2016-08-05,1,BVR,2.515815892,17.52107468
2016-08-05,1,BVR,1.501603098,24.346327
2016-08-05,1,BVR,1.884517431,20.22939114
2016-08-05,1,BVR,1.404712524,20.42339638
2016-08-05,2,BVR,2.268584537,18.50885128
2016-08-05,2,BVR,2.596726928,19.72645435
2016-08-05,2,BVR,1.818104488,20.51767139
2016-08-05,2,BVR,1.873309128,20.14617612
2016-08-05,2,BVR,1.393617876,20.42339638
2016-08-05,2,BVR,1.523656386,22.52157019
2016-08-05,2,BVR,2.66351523,20.8291766
2016-08-05,2,BVR,2.303452904,19.19670259
2016-08-05,2,BVR,1.905787991,21.16832825
2016-08-05,2,BVR,1.842407349,22.31281927
2016-08-05,2,BVR,1.370881735,21.82149662
2016-08-05,2,BVR,1.495120766,22.47846904
2016-08-05,3,BVR,2.12866902,20.76975459
2016-08-05,3,BVR,1.951544543,19.89776437
2016-08-05,3,BVR,2.468411543,18.14660917
2016-08-05,3,BVR,1.49567798,28.34589146
2016-08-05,3,BVR,1.910062871,20.93392428
2016-08-05,3,BVR,1.559693736,20.69204986
2016-08-05,3,BVR,2.122748505,23.53761288
2016-08-05,3,BVR,1.919682413,19.56286201
2016-08-05,3,BVR,2.581515653,17.7929795
2016-08-05,3,BVR,1.558538229,25.21155371
2016-08-05,3,BVR,1.858979636,21.78446227
2016-08-05,3,BVR,1.540804975,19.48390407
2016-08-05,4,BVR,1.077271668,49.43756871
2016-08-05,4,BVR,0.689649729,42.16122497
2016-08-05,4,BVR,2.031659965,28.86981173
2016-08-05,4,BVR,0.562903685,60.93528294
2016-08-05,4,BVR,0.629654884,49.49028255
2016-08-05,4,BVR,1.725892803,23.06055261
2016-08-05,4,BVR,2.384756022,25.8067051
2016-08-05,4,BVR,1.069422718,48.20763438
2016-08-05,4,BVR,0.803072424,39.09376933
2016-08-05,4,BVR,0.674926696,48.6354494
2016-08-05,4,BVR,0.524010705,58.80418233
2016-08-05,4,BVR,1.820629614,23.89677323
2016-08-05,5,BVR,0.448104201,83.14880787
2016-08-05,5,BVR,0.857508303,60.68959545
2016-08-05,5,BVR,1.957415513,45.64277585
2016-08-05,5,BVR,0.554035243,76.71152271
2016-08-05,5,BVR,0.453389365,67.25866599
2016-08-05,5,BVR,0.819395916,68.05891115
2016-08-05,5,BVR,0.686225596,64.91964291
2016-08-05,5,BVR,1.961365094,48.42274364
2016-08-05,5,BVR,0.330149869,76.79035126
2016-08-05,5,BVR,0.860439323,55.84234527
2016-08-05,5,BVR,2.103848295,67.59766562
2016-08-05,5,BVR,0.64849499,51.02802464
2016-08-05,5,BVR,0.908999042,67.25866599
2016-08-05,6,BVR,0.382648289,78.34760206
2016-08-05,6,BVR,1.184767332,83.32303023
2016-08-05,6,BVR,1.565512996,56.30000056
2016-08-05,6,BVR,1.070032169,71.91113929
2016-08-05,6,BVR,0.549246704,68.51654939
2016-08-05,6,BVR,1.302449777,58.70600653
2016-08-05,6,BVR,0.386845849,74.04942498
2016-08-05,6,BVR,1.116443649,83.53000991
2016-08-05,6,BVR,1.601010095,57.1440389
2016-08-05,6,BVR,1.008080286,70.93423022
2016-08-05,6,BVR,1.286949632,55.68772383
2016-08-05,6,BVR,0.330473593,71.98580428
2016-08-05,7,BVR,4.220927357,84.57064032
2016-08-05,7,BVR,2.06071181,86.0128063
2016-08-05,7,BVR,6.067833671,80.62483405
2016-08-05,7,BVR,4.377993708,81.29008044
2016-08-05,7,BVR,2.237275812,78.39321249
2016-08-05,7,BVR,3.444677162,68.78839434
2016-08-05,7,BVR,2.225119943,77.8704949
2016-08-05,7,BVR,1.967185739,76.02867579
2016-08-05,7,BVR,5.228239402,83.85536527
2016-08-05,7,BVR,1.965237953,75.58526359
2016-08-05,7,BVR,3.904176396,72.20707515
2016-08-05,8,BVR,25.61481536,94.81052116
2016-08-05,8,BVR,6.938568649,79.755177
2016-08-05,8,BVR,17.10096748,79.87095631
2016-08-05,8,BVR,30.9407984,92.74945374
2016-08-05,8,BVR,22.14629712,70.57911896
2016-08-05,8,BVR,18.54598952,71.87088198
2016-08-05,8,BVR,24.38748677,93.25762733
2016-08-05,8,BVR,16.20858312,78.18843039
2016-08-05,8,BVR,13.52271833,71.61553563
2016-08-05,8,BVR,30.61125177,92.54842922
2016-08-05,8,BVR,19.71586873,76.10488473
2016-08-05,8,BVR,28.93705372,62.67261262
2016-08-05,9,BVR,135.3837341,376.9858155
2016-08-05,9,BVR,120.4582953,252.4228288
2016-08-05,9,BVR,119.8537692,211.72975
2016-08-05,9,BVR,224.0247566,180.1371618
2016-08-05,9,BVR,188.2694774,413.9622091
2016-08-05,9,BVR,,246.9210954
2016-08-05,9,BVR,207.6697504,250.2481005
2016-08-05,9,BVR,,250.3842101
2016-08-05,9,BVR,148.5562848,239.6617735
2016-08-05,9,BVR,122.0097077,210.9855902
2016-08-05,9,BVR,196.0709262,202.1789067
2016-08-05,9,BVR,197.6900691,257.9575458
2016-08-05,9,BVR,298.406855,216.5747497
2016-08-05,9,BVR,,248.4792617
2016-08-05,11,BVR,356.8164684,413.5241596
2016-08-05,11,BVR,357.1916595,400.9603164
2016-08-05,11,BVR,381.8638536,399.9454893
2016-08-05,11,BVR,447.3510849,363.5323338
2016-08-05,11,BVR,451.5897543,410.5737525
2016-08-05,11,BVR,,413.6986737
2016-08-05,11,BVR,341.3481214,380.5349041
2016-08-05,11,BVR,,389.113625
2016-08-05,11,BVR,417.8820203,350.7268048
2016-08-05,11,BVR,405.4312739,478.5353653
2016-08-05,11,BVR,,452.7076706
2016-08-05,11,BVR,466.3881962,429.1825196
2016-08-05,300,BVR,132.0206314,814.9426226
2016-08-05,300,BVR,132.3940896,796.307152
2016-08-11,0.1,BVR,0.535987943,11.40585894
2016-08-11,0.1,BVR,0.309751828,12.79635023
2016-08-11,3,BVR,0.587663226,18.91144625
2016-08-11,3,BVR,0.62274194,17.38143822
2016-08-11,6,BVR,0.331400095,66.17595999
2016-08-11,6,BVR,0.699474348,89.82112064
2016-08-11,9,BVR,301.9325066,279.1818373
2016-08-11,9,BVR,281.6420034,326.5928469
2016-08-11,11,BVR,505.154617,
2016-08-11,11,BVR,576.9024243,503.4941923
2016-08-11,300,BVR,210.3716179,442.8566205
2016-08-11,300,BVR,210.8107523,474.4055202
2016-08-18,0.1,BVR,0.640356448,14.00381605
2016-08-18,0.1,BVR,0.771764633,13.25550226
2016-08-18,3,BVR,0.771764633,14.73034533
2016-08-18,3,BVR,0.598635246,14.73034533
2016-08-18,3,BVR,0.674588532,12.80243315
2016-08-18,6,BVR,0.369925767,50.68427904
2016-08-18,6,BVR,0.334689418,52.73046877
2016-08-18,9,BVR,88.20306787,223.4169598
2016-08-18,9,BVR,114.4438869,323.4169598
2016-08-18,9,BVR,112.8076706,323.4169598
2016-08-18,11,BVR,444.9249628,548.0851603
2016-08-18,11,BVR,426.6197929,582.1934494
2016-08-18,300,BVR,250.4708808,486.9571567
2016-08-18,300,BVR,222.7574671,518.7428125
2016-08-23,0.1,BVR,1.000902558,13.27819579
2016-08-23,0.1,BVR,0.974353254,12.19945931
2016-08-23,3,BVR,0.978150808,13.89846413
2016-08-23,3,BVR,0.969883496,12.3990594
2016-08-23,6,BVR,0.467363399,62.87635343
2016-08-23,6,BVR,0.488008789,61.26614369
2016-08-23,9,BVR,195.3875609,324.0666146
2016-08-23,9,BVR,183.1800296,441.1301174
2016-08-23,11,BVR,288.3868241,544.451033
2016-08-23,11,BVR,,536.0633946
2016-08-23,300,BVR,125.3623722,434.6658244
2016-08-23,300,BVR,147.1410032,426.981076
2016-09-06,0.1,BVR,0.88241948,11.13769191
2016-09-06,0.1,BVR,0.962432384,11.84031849
2016-09-06,3,BVR,0.768324585,11.62065609
2016-09-06,3,BVR,0.614130152,11.48889862
2016-09-06,6,BVR,0.689113207,66.87153051
2016-09-06,6,BVR,0.599553257,68.47908794
2016-09-06,9,BVR,239.7121935,371.6405039
2016-09-06,9,BVR,236.9804971,384.1127303
2016-09-06,11,BVR,,480.2002046
2016-09-06,11,BVR,628.0691418,482.051349
2016-09-06,300,BVR,230.5769607,445.7345852
2016-09-06,300,BVR,216.5340177,448.2127099
2016-09-27,0.1,BVR,0.480232745,43.34701425
2016-09-27,0.1,BVR,0.573247527,29.60473469
2016-09-27,3,BVR,0.483003383,26.43663597
2016-09-27,3,BVR,0.448565006,28.27040916
2016-09-27,6,BVR,8.098083999,71.09561587
2016-09-27,6,BVR,6.89117532,63.16058058
2016-09-27,9,BVR,340.841517,341.5630729
2016-09-27,9,BVR,345.8322349,356.0360058
2016-09-27,11,BVR,,333.8461853
2016-09-27,11,BVR,555.0409554,318.169637
2016-09-27,300,BVR,271.3674827,298.1898979
2016-09-27,300,BVR,264.8131687,297.162953
2016-10-11,0.1,BVR,3.807465057,27.49804848
2016-10-11,0.1,BVR,3.816199317,28.98258478
2016-10-11,3,BVR,3.937319893,55.40019239
2016-10-11,3,BVR,3.980694541,58.51093376
2016-10-11,6,BVR,3.68784136,23.07814653
2016-10-11,6,BVR,4.00980874,29.46296503
2016-10-11,9,BVR,137.0990248,311.1339464
2016-10-11,11,BVR,571.1953718,
2016-10-11,11,BVR,570.2222138,648.9112251
2016-10-25,0.1,BVR,7.925021563,32.48507359
2016-10-25,0.1,BVR,8.288324085,31.95511139
2016-10-25,3,BVR,5.609774134,29.02802174
2016-10-25,3,BVR,8.591971194,35.31214589
2016-10-25,6,BVR,7.686651854,32.26977963
2016-10-25,6,BVR,6.183715275,33.74627815
2016-10-25,9,BVR,64.03401801,222.1496785
2016-10-25,9,BVR,71.93633595,
2016-10-25,11,BVR,538.8993668,523.2413147
2016-10-25,11,BVR,,553.7300746
2016-11-11,0.1,BVR,18.70010144,30.66181329
2016-11-11,0.1,BVR,19.16207732,29.62623009
2016-11-11,3,BVR,19.22856647,30.92094853
2016-11-11,3,BVR,19.78803702,32.26210246
2016-11-11,6,BVR,17.88950593,28.66967996
2016-11-11,6,BVR,17.96372638,29.44516058
2016-11-11,9,BVR,18.43238624,30.94291945
2016-11-11,9,BVR,18.22038422,30.04797079
2016-11-11,11,BVR,18.47708446,30.40277382
2016-11-11,11,BVR,20.51260423,32.63380803
2017-03-17,0.1,BVR,0.035310917,15.89272039
2017-03-17,0.1,BVR,0.037310639,9.748071871
2017-03-17,3,BVR,0.045091758,22.51763323
2017-03-17,3,BVR,0.039658037,11.73264727
2017-03-17,6,BVR,0.039733746,13.61515497
2017-03-17,6,BVR,0.034053211,16.80877426
2017-03-17,9,BVR,0.041671601,11.66976205
2017-03-17,9,BVR,0.043018686,9.748071871
2017-03-17,11,BVR,0.043669427,9.041210266
2017-03-17,11,BVR,0.039188623,11.52308423
2017-05-05,0.1,BVR,0.137936306,8.387452693
2017-05-05,0.1,BVR,0.101816431,7.092792422
2017-05-10,0.1,BVR,0.135525715,9.860994338
2017-05-10,0.1,BVR,0.133501496,10.78914479
2017-05-10,3,BVR,0.146065007,8.496543127
2017-05-10,3,BVR,0.1576324,11.18196426
2017-05-10,6,BVR,0.040569799,27.98382678
2017-05-10,6,BVR,0.04611344,95.37895372
2017-05-10,9,BVR,0.107529424,61.58394088
2017-05-10,9,BVR,0.102972859,129.9669516
2017-05-10,11,BVR,1.634852677,108.3472086
2017-05-10,11,BVR,1.016663775,73.84707842
2017-05-18,0.1,BVR,0.219811822,18.35861943
2017-05-18,0.1,BVR,0.243922517,5.64398363
2017-05-18,3,BVR,0.261701089,5.008043854
2017-05-18,3,BVR,0.231354206,6.251549661
2017-05-18,6,BVR,0.066419136,46.56656013
2017-05-18,6,BVR,0.060767109,58.31271046
2017-05-18,9,BVR,11.81054213,123.331519
2017-05-18,9,BVR,12.70572041,142.1097616
2017-05-18,11,BVR,18.88349927,71.14247875
2017-05-18,11,BVR,20.67780412,74.53979474
2017-06-09,0.1,BVR,0.281590291,6.369074491
2017-06-09,0.1,BVR,0.269031036,6.291698293
2017-06-09,3,BVR,0.286791481,6.807872585
2017-06-09,3,BVR,0.28261615,5.493176474
2017-06-09,3,BVR,0.243542796,12.3771149
2017-06-09,6,BVR,0.139020812,91.25546344
2017-06-09,6,BVR,0.124798274,101.271202
2017-06-09,9,BVR,38.59823341,126.7008877
2017-06-09,9,BVR,37.81317345,131.5193775
2017-06-09,11,BVR,48.0763394,143.3744368
2017-06-09,11,BVR,48.268714,156.3054891
2017-06-16,0.1,BVR,0.233798449,6.620042348
2017-06-16,0.1,BVR,0.201000995,5.65807904
2017-06-16,3,BVR,0.137745299,6.183612704
2017-06-16,3,BVR,0.129434415,7.018454397
2017-06-16,6,BVR,0.085710368,56.1926417
2017-06-16,6,BVR,0.089701706,72.64310382
2017-06-16,9,BVR,49.83697237,149.5705087
2017-06-16,9,BVR,53.40738441,167.7075804
2017-06-16,11,BVR,56.58581804,166.8515452
2017-06-16,11,BVR,55.64847837,183.3740429
2017-06-22,0.1,BVR,0.194680106,4.32067134
2017-06-22,0.1,BVR,0.202751573,4.32067134
2017-06-22,3,BVR,0.161436725,4.32067134
2017-06-22,3,BVR,0.160243095,4.32067134
2017-06-22,6,BVR,0.14333159,69.01634425
2017-06-22,6,BVR,0.150818875,70.40057186
2017-06-22,9,BVR,34.49325111,141.0692315
2017-06-22,9,BVR,34.38188798,119.8655338
2017-06-22,11,BVR,67.28582951,
2017-06-22,11,BVR,66.06168447,122.1558031
2017-06-30,0.1,BVR,0.228342682,5.424405136
